"MONEY HAROLD","182"
"OPPOSITE NECKLACE","182"
"PEAK FOREVER","182"
"PIANIST OUTFIELD","182"
"PILOT HOOSIERS","182"
"PRESIDENT BANG","182"
"RANDOM GO","182"
"REDEMPTION COMFORTS","182"
"SONG HEDWIG","182"
"SPIKING ELEMENT","182"
"STEPMOM DREAM","182"
"SUNDANCE INVASION","182"
"VICTORY ACADEMY","182"
"WORLD LEATHERNECKS","182"
"ARACHNOPHOBIA ROLLERCOASTER","118"
"ARMAGEDDON LOST","118"
"ARSENIC INDEPENDENCE","118"
"BADMAN DAWN","118"
"BARBARELLA STREETCAR","118"
"CHAPLIN LICENSE","118"
"CHICAGO NORTH","118"
"CINCINATTI WHISPERER","118"
"FICTION CHRISTMAS","118"
"GROSSE WONDERFUL","118"
"HAPPINESS UNITED","118"
"KING EVOLUTION","118"
"LESSON CLEOPATRA","118"
"MAKER GABLES","118"
"MANNEQUIN WORST","118"
"METROPOLIS COMA","118"
"ORANGE GRAPES","118"
"PAPI NECKLACE","118"
"PRESIDENT BANG","118"
"ROBBERS JOON","118"
"SHIP WONDERLAND","118"
"STRANGELOVE DESIRE","118"
"VELVET TERMINATOR","118"
"WAR NOTTING","118"
"WEST LION","118"
"ARMAGEDDON LOST","145"
"BUTTERFLY CHOCOLAT","145"
"CARIBBEAN LIBERTY","145"
"CLASH FREDDY","145"
"CLEOPATRA DEVIL","145"
"DOORS PRESIDENT","145"
"EXORCIST STING","145"
"HARPER DYING","145"
"HEARTBREAKERS BRIGHT","145"
"INDEPENDENCE HOTEL","145"
"JAPANESE RUN","145"
"JINGLE SAGEBRUSH","145"
"KARATE MOON","145"
"LOLA AGENT","145"
"MONSTER SPARTACUS","145"
"NONE SPIKING","145"
"NOTORIOUS REUNION","145"
"ORANGE GRAPES","145"
"PAST SUICIDES","145"
"PATRIOT ROMAN","145"
"POTLUCK MIXED","145"
"RAINBOW SHOCK","145"
"RESERVOIR ADAPTATION","145"
"RUGRATS SHAKESPEARE","145"
"SOUP WISDOM","145"
"TITANS JERK","145"
"UNFAITHFUL KILL","145"
"WAIT CIDER","145"
"ALABAMA DEVIL","194"
"ARTIST COLDBLOODED","194"
"BERETS AGENT","194"
"BOOGIE AMELIE","194"
"BORN SPINAL","194"
"BRIGHT ENCOUNTERS","194"
"CHANCE RESURRECTION","194"
"CLUE GRAIL","194"
"CLYDE THEORY","194"
"DAWN POND","194"
"DIRTY ACE","194"
"GATHERING CALENDAR","194"
"HIGH ENCINO","194"
"JET NEIGHBORS","194"
"KILLER INNOCENT","194"
"LOSE INCH","194"
"RECORDS ZORRO","194"
"ROCKETEER MOTHER","194"
"SHEPHERD MIDSUMMER","194"
"SWEET BROTHERHOOD","194"
"VELVET TERMINATOR","194"
"VICTORY ACADEMY","194"
"BEAST HUNCHBACK","76"
"BENEATH RUSH","76"
"BETRAYED REAR","76"
"BREAKFAST GOLDFINGER","76"
"CARRIE BUNCH","76"
"CRANES RESERVOIR","76"
"DESIRE ALIEN","76"
"DISTURBING SCARFACE","76"
"DRAGONFLY STRANGERS","76"
"GANDHI KWAI","76"
"HUSTLER PARTY","76"
"INTENTIONS EMPIRE","76"
"JADE BUNCH","76"
"KILLER INNOCENT","76"
"MEMENTO ZOOLANDER","76"
"MULAN MOON","76"
"MUMMY CREATURES","76"
"ORDER BETRAYED","76"
"OUTLAW HANKY","76"
"PACIFIC AMISTAD","76"
"RACER EGG","76"
"SAMURAI LION","76"
"SATURN NAME","76"
"SEVEN SWARM","76"
"STORY SIDE","76"
"SUMMER SCARFACE","76"
"SUNSET RACER","76"
"SWARM GOLD","76"
"TROJAN TOMORROW","76"
"VANISHED GARDEN","76"
"WARDROBE PHANTOM","76"
"ARABIA DOGMA","112"
"ARIZONA BANG","112"
"CINCINATTI WHISPERER","112"
"CONFESSIONS MAGUIRE","112"
"CRAZY HOME","112"
"DINOSAUR SECRETARY","112"
"FIDDLER LOST","112"
"FLATLINERS KILLER","112"
"HURRICANE AFFAIR","112"
"IDOLS SNATCHERS","112"
"MATRIX SNOWMAN","112"
"MOVIE SHAKESPEARE","112"
"MUMMY CREATURES","112"
"PANKY SUBMARINE","112"
"PAYCHECK WAIT","112"
"PRIX UNDEFEATED","112"
"REUNION WITCHES","112"
"SEA VIRGIN","112"
"SIERRA DIVIDE","112"
"SOLDIERS EVOLUTION","112"
"SPINAL ROCKY","112"
"STREETCAR INTENTIONS","112"
"SUNRISE LEAGUE","112"
"SUSPECTS QUILLS","112"
"WORKER TARZAN","112"
"ANALYZE HOOSIERS","67"
"BASIC EASY","67"
"BERETS AGENT","67"
"CHINATOWN GLADIATOR","67"
"DOOM DANCING","67"
"DORADO NOTTING","67"
"DROP WATERFRONT","67"
"HEAD STRANGER","67"
"JAWBREAKER BROOKLYN","67"
"KICK SAVANNAH","67"
"LEAGUE HELLFIGHTERS","67"
"MIGHTY LUCK","67"
"MOULIN WAKE","67"
"REQUIEM TYCOON","67"
"RESERVOIR ADAPTATION","67"
"RIGHT CRANES","67"
"SAVANNAH TOWN","67"
"SUIT WALLS","67"
"SWARM GOLD","67"
"TRUMAN CRAZY","67"
"VIRGINIAN PLUTO","67"
"WHISPERER GIANT","67"
"WOLVES DESIRE","67"
"ARK RIDGEMONT","190"
"BANGER PINOCCHIO","190"
"BED HIGHBALL","190"
"BOONDOCK BALLROOM","190"
"CONFESSIONS MAGUIRE","190"
"DISTURBING SCARFACE","190"
"DRIFTER COMMANDMENTS","190"
"ELF MURDER","190"
"FEVER EMPIRE","190"
"GRAFFITI LOVE","190"
"HEAVENLY GUN","190"
"HOME PITY","190"
"ITALIAN AFRICAN","190"
"MAGNOLIA FORRESTER","190"
"MASKED BUBBLE","190"
"MUMMY CREATURES","190"
"NEWTON LABYRINTH","190"
"PILOT HOOSIERS","190"
"PITTSBURGH HUNCHBACK","190"
"POTTER CONNECTICUT","190"
"PRESIDENT BANG","190"
"PURPLE MOVIE","190"
"QUILLS BULL","190"
"SKY MIRACLE","190"
"SLEEPY JAPANESE","190"
"TADPOLE PARK","190"
"WARLOCK WEREWOLF","190"
"BADMAN DAWN","115"
"BALLROOM MOCKINGBIRD","115"
"DOUBLE WRATH","115"
"DOUBTFIRE LABYRINTH","115"
"ELEPHANT TROJAN","115"
"FANTASIA PARK","115"
"GREEDY ROOTS","115"
"GROOVE FICTION","115"
"HALF OUTFIELD","115"
"HOMICIDE PEACH","115"
"LADY STAGE","115"
"LOSE INCH","115"
"MUPPET MILE","115"
"NASH CHOCOLAT","115"
"PAST SUICIDES","115"
"PERDITION FARGO","115"
"PLUTO OLEANDER","115"
"PUNK DIVORCE","115"
"RANDOM GO","115"
"ROLLERCOASTER BRINGING","115"
"RUSHMORE MERMAID","115"
"STING PERSONAL","115"
"THIEF PELICAN","115"
"WAGON JAWS","115"
"WALLS ARTIST","115"
"WEDDING APOLLO","115"
"WONDERLAND CHRISTMAS","115"
"WYOMING STORM","115"
"ALONE TRIP","187"
"ANGELS LIFE","187"
"ANTITRUST TOMATOES","187"
"BALLOON HOMEWARD","187"
"BINGO TALENTED","187"
"BIRDCAGE CASPER","187"
"BRIGHT ENCOUNTERS","187"
"CABIN FLASH","187"
"CAT CONEHEADS","187"
"COMANCHEROS ENEMY","187"
"DESERT POSEIDON","187"
"DESPERATE TRAINSPOTTING","187"
"EXTRAORDINARY CONQUERER","187"
"GHOST GROUNDHOG","187"
"GREEDY ROOTS","187"
"HILLS NEIGHBORS","187"
"HOTEL HAPPINESS","187"
"HUNTER ALTER","187"
"JADE BUNCH","187"
"KING EVOLUTION","187"
"LOVERBOY ATTACKS","187"
"MAGNIFICENT CHITTY","187"
"MASK PEACH","187"
"NATURAL STOCK","187"
"NONE SPIKING","187"
"PATRIOT ROMAN","187"
"PERDITION FARGO","187"
"SCARFACE BANG","187"
"SENSE GREEK","187"
"TRAMP OTHERS","187"
"TROUBLE DATE","187"
"UNFAITHFUL KILL","187"
"WIND PHANTOM","187"
"ANGELS LIFE","47"
"ARGONAUTS TOWN","47"
"BANG KWAI","47"
"BERETS AGENT","47"
"CONEHEADS SMOOCHY","47"
"DISCIPLE MOTHER","47"
"EFFECT GLADIATOR","47"
"GASLIGHT CRUSADE","47"
"GROUNDHOG UNCUT","47"
"JERK PAYCHECK","47"
"LAMBS CINCINATTI","47"
"MIGHTY LUCK","47"
"PELICAN COMFORTS","47"
"ROAD ROXANNE","47"
"ROCK INSTINCT","47"
"SCISSORHANDS SLUMS","47"
"SECRETARY ROUGE","47"
"SHINING ROSES","47"
"SHOOTIST SUPERFLY","47"
"TROOPERS METAL","47"
"UNFAITHFUL KILL","47"
"UNFORGIVEN ZOOLANDER","47"
"VIRGIN DAISY","47"
"WIFE TURN","47"
"APOCALYPSE FLAMINGOS","158"
"BABY HALL","158"
"BEETHOVEN EXORCIST","158"
"BENEATH RUSH","158"
"BUBBLE GROSSE","158"
"CAROL TEXAS","158"
"CONNECTICUT TRAMP","158"
"CONNECTION MICROCOSMOS","158"
"CRAZY HOME","158"
"DAWN POND","158"
"DONNIE ALLEY","158"
"EXORCIST STING","158"
"HOUSE DYNAMITE","158"
"JACKET FRISCO","158"
"JERICHO MULAN","158"
"LOSER HUSTLER","158"
"MALLRATS UNITED","158"
"MINORITY KISS","158"
"MOULIN WAKE","158"
"NATIONAL STORY","158"
"NOON PAPI","158"
"OPEN AFRICAN","158"
"SIMON NORTH","158"
"SMOKING BARBARELLA","158"
"SPARTACUS CHEAPER","158"
"SPIRIT FLINTSTONES","158"
"STAMPEDE DISTURBING","158"
"SUSPECTS QUILLS","158"
"TELEGRAPH VOYAGE","158"
"TELEMARK HEARTBREAKERS","158"
"TOMATOES HELLFIGHTERS","158"
"TOOTSIE PILOT","158"
"WEEKEND PERSONAL","158"
"WEREWOLF LOLA","158"
"WORLD LEATHERNECKS","158"
"AMISTAD MIDSUMMER","124"
"BEETHOVEN EXORCIST","124"
"BULWORTH COMMANDMENTS","124"
"CALIFORNIA BIRDS","124"
"CREEPERS KANE","124"
"DOUBTFIRE LABYRINTH","124"
"DUDE BLINDNESS","124"
"DURHAM PANKY","124"
"EVE RESURRECTION","124"
"FEATHERS METAL","124"
"FIDDLER LOST","124"
"FLATLINERS KILLER","124"
"FULL FLATLINERS","124"
"IDENTITY LOVER","124"
"INVASION CYCLONE","124"
"LUCK OPUS","124"
"MOULIN WAKE","124"
"RESERVOIR ADAPTATION","124"
"ROOF CHAMPION","124"
"SEATTLE EXPECATIONS","124"
"SHAWSHANK BUBBLE","124"
"SNATCH SLIPPER","124"
"SUBMARINE BED","124"
"TENENBAUMS COMMAND","124"
"WORDS HUNTER","124"
"YOUTH KICK","124"
"ALAMO VIDEOTAPE","174"
"BEAUTY GREASE","174"
"COMANCHEROS ENEMY","174"
"EYES DRIVING","174"
"GATHERING CALENDAR","174"
"HUNTING MUSKETEERS","174"
"IGBY MAKER","174"
"KICK SAVANNAH","174"
"MUSIC BOONDOCK","174"
"NECKLACE OUTBREAK","174"
"NEWSIES STORY","174"
"PARK CITIZEN","174"
"PIANIST OUTFIELD","174"
"PURPLE MOVIE","174"
"REEF SALUTE","174"
"SENSIBILITY REAR","174"
"SILENCE KANE","174"
"SLIPPER FIDELITY","174"
"SPICE SORORITY","174"
"SPIRIT FLINTSTONES","174"
"STRANGELOVE DESIRE","174"
"STRANGER STRANGERS","174"
"TELEGRAPH VOYAGE","174"
"WOMEN DORADO","174"
"CLASH FREDDY","14"
"CRANES RESERVOIR","14"
"DIRTY ACE","14"
"DONNIE ALLEY","14"
"DRIFTER COMMANDMENTS","14"
"DRIVING POLISH","14"
"DRUMS DYNAMITE","14"
"ENEMY ODDS","14"
"EXCITEMENT EVE","14"
"GORGEOUS BINGO","14"
"HIGH ENCINO","14"
"HILLS NEIGHBORS","14"
"HOBBIT ALIEN","14"
"IMPACT ALADDIN","14"
"ITALIAN AFRICAN","14"
"JAPANESE RUN","14"
"KENTUCKIAN GIANT","14"
"LOVELY JINGLE","14"
"LOVER TRUMAN","14"
"MUSSOLINI SPOILERS","14"
"POLISH BROOKLYN","14"
"SALUTE APOLLO","14"
"SATURDAY LAMBS","14"
"STOCK GLASS","14"
"STREETCAR INTENTIONS","14"
"TIGHTS DAWN","14"
"TRAP GUYS","14"
"TYCOON GATHERING","14"
"VOICE PEACH","14"
"WESTWARD SEABISCUIT","14"
"CHICAGO NORTH","121"
"CLASH FREDDY","121"
"CLUE GRAIL","121"
"COMMAND DARLING","121"
"CRAFT OUTFIELD","121"
"CRYSTAL BREAKING","121"
"DEER VIRGINIAN","121"
"DESERT POSEIDON","121"
"ENEMY ODDS","121"
"EXTRAORDINARY CONQUERER","121"
"FRISCO FORREST","121"
"GENTLEMEN STAGE","121"
"IDENTITY LOVER","121"
"JEDI BENEATH","121"
"LESSON CLEOPATRA","121"
"OCTOBER SUBMARINE","121"
"PANKY SUBMARINE","121"
"PARIS WEEKEND","121"
"PAYCHECK WAIT","121"
"SCORPION APOLLO","121"
"SENSIBILITY REAR","121"
"STOCK GLASS","121"
"TERMINATOR CLUB","121"
"TEXAS WATCH","121"
"WEDDING APOLLO","121"
"ALLEY EVOLUTION","12"
"ALONE TRIP","12"
"ARABIA DOGMA","12"
"ARIZONA BANG","12"
"BOUND CHEAPER","12"
"BOWFINGER GABLES","12"
"BUNCH MINDS","12"
"CLEOPATRA DEVIL","12"
"CONNECTICUT TRAMP","12"
"DARES PLUTO","12"
"DATE SPEED","12"
"DAY UNFAITHFUL","12"
"DOORS PRESIDENT","12"
"FURY MURDER","12"
"HARDLY ROBBERS","12"
"HIGHBALL POTTER","12"
"HOLES BRANNIGAN","12"
"INDEPENDENCE HOTEL","12"
"LEATHERNECKS DWARFS","12"
"LUCKY FLYING","12"
"MONTEREY LABYRINTH","12"
"NOVOCAINE FLIGHT","12"
"OKLAHOMA JUMANJI","12"
"PERFECT GROOVE","12"
"REAP UNFAITHFUL","12"
"REUNION WITCHES","12"
"SMOKING BARBARELLA","12"
"STAGECOACH ARMAGEDDON","12"
"SWEDEN SHINING","12"
"TELEMARK HEARTBREAKERS","12"
"VIRGINIAN PLUTO","12"
"APACHE DIVINE","60"
"BONNIE HOLOCAUST","60"
"CHAMBER ITALIAN","60"
"CHICKEN HELLFIGHTERS","60"
"CONNECTICUT TRAMP","60"
"CONQUERER NUTS","60"
"CRAFT OUTFIELD","60"
"DESERT POSEIDON","60"
"DIVIDE MONSTER","60"
"DOGMA FAMILY","60"
"DRIFTER COMMANDMENTS","60"
"DUMBO LUST","60"
"EXTRAORDINARY CONQUERER","60"
"FACTORY DRAGON","60"
"FREDDY STORM","60"
"GRAPES FURY","60"
"HOLLYWOOD ANONYMOUS","60"
"HOURS RAGE","60"
"KANE EXORCIST","60"
"LOUISIANA HARRY","60"
"MAIDEN HOME","60"
"PARIS WEEKEND","60"
"PATTON INTERVIEW","60"
"PILOT HOOSIERS","60"
"RUSHMORE MERMAID","60"
"SCORPION APOLLO","60"
"SHANE DARKNESS","60"
"SHANGHAI TYCOON","60"
"SLEEPLESS MONSOON","60"
"SPIRIT FLINTSTONES","60"
"SPY MILE","60"
"UPTOWN YOUNG","60"
"WAGON JAWS","60"
"WHALE BIKINI","60"
"WONKA SEA","60"
"ALI FOREVER","91"
"ANGELS LIFE","91"
"BACKLASH UNDEFEATED","91"
"CONGENIALITY QUEST","91"
"CONTACT ANONYMOUS","91"
"CREEPERS KANE","91"
"FREEDOM CLEOPATRA","91"
"HIGHBALL POTTER","91"
"ICE CROSSING","91"
"JEEPERS WEDDING","91"
"KANE EXORCIST","91"
"LANGUAGE COWBOY","91"
"LAWRENCE LOVE","91"
"MURDER ANTITRUST","91"
"SLEUTH ORIENT","91"
"SPINAL ROCKY","91"
"STORM HAPPINESS","91"
"SUGAR WONKA","91"
"VIDEOTAPE ARSENIC","91"
"WOMEN DORADO","91"
"ATLANTIS CAUSE","189"
"BLOOD ARGONAUTS","189"
"COMMANDMENTS EXPRESS","189"
"DYNAMITE TARZAN","189"
"EDGE KISSING","189"
"FINDING ANACONDA","189"
"GREATEST NORTH","189"
"JUNGLE CLOSER","189"
"LANGUAGE COWBOY","189"
"LEAGUE HELLFIGHTERS","189"
"LIBERTY MAGNIFICENT","189"
"LOST BIRD","189"
"MAGNIFICENT CHITTY","189"
"MARS ROMAN","189"
"NORTHWEST POLISH","189"
"ROAD ROXANNE","189"
"RUGRATS SHAKESPEARE","189"
"SHIP WONDERLAND","189"
"SONS INTERVIEW","189"
"STRANGER STRANGERS","189"
"TENENBAUMS COMMAND","189"
"TOOTSIE PILOT","189"
"TOWERS HURRICANE","189"
"VICTORY ACADEMY","189"
"AMERICAN CIRCUS","25"
"BOOGIE AMELIE","25"
"CITIZEN SHREK","25"
"CONQUERER NUTS","25"
"DALMATIONS SWEDEN","25"
"DATE SPEED","25"
"DESTINY SATURDAY","25"
"DOUBLE WRATH","25"
"FICTION CHRISTMAS","25"
"HATE HANDICAP","25"
"HEAVENLY GUN","25"
"HOLES BRANNIGAN","25"
"LOVERBOY ATTACKS","25"
"MASSAGE IMAGE","25"
"MISSION ZOOLANDER","25"
"MUMMY CREATURES","25"
"POLISH BROOKLYN","25"
"PRIMARY GLASS","25"
"SABRINA MIDNIGHT","25"
"SWEDEN SHINING","25"
"TROUBLE DATE","25"
"ALADDIN CALENDAR","37"
"ALASKA PHANTOM","37"
"AMADEUS HOLY","37"
"CANYON STOCK","37"
"CAPER MOTIONS","37"
"CARRIE BUNCH","37"
"CHITTY LOCK","37"
"DALMATIONS SWEDEN","37"
"DRIFTER COMMANDMENTS","37"
"DUDE BLINDNESS","37"
"ELEPHANT TROJAN","37"
"FIREBALL PHILADELPHIA","37"
"INTRIGUE WORST","37"
"JAWBREAKER BROOKLYN","37"
"JERSEY SASSY","37"
"LAMBS CINCINATTI","37"
"LONELY ELEPHANT","37"
"MAKER GABLES","37"
"MALLRATS UNITED","37"
"METROPOLIS COMA","37"
"MODEL FISH","37"
"PATHS CONTROL","37"
"PATIENT SISTER","37"
"PREJUDICE OLEANDER","37"
"PRIMARY GLASS","37"
"SHAWSHANK BUBBLE","37"
"STALLION SUNDANCE","37"
"STAMPEDE DISTURBING","37"
"STRANGER STRANGERS","37"
"TOWN ARK","37"
"UNITED PILOT","37"
"WATCH TRACY","37"
"WEDDING APOLLO","37"
"WORKING MICROCOSMOS","37"
"YOUTH KICK","37"
"AIRPLANE SIERRA","185"
"BREAKFAST GOLDFINGER","185"
"CHARIOTS CONSPIRACY","185"
"DYING MAKER","185"
"ENOUGH RAGING","185"
"GLASS DYING","185"
"HEAVENLY GUN","185"
"HOMEWARD CIDER","185"
"HOUSE DYNAMITE","185"
"IDAHO LOVE","185"
"KARATE MOON","185"
"LAWLESS VISION","185"
"LIAISONS SWEET","185"
"MALKOVICH PET","185"
"MARS ROMAN","185"
"METAL ARMAGEDDON","185"
"MIXED DOORS","185"
"NOVOCAINE FLIGHT","185"
"PATTON INTERVIEW","185"
"PREJUDICE OLEANDER","185"
"RIDGEMONT SUBMARINE","185"
"SANTA PARIS","185"
"SOMETHING DUCK","185"
"STEPMOM DREAM","185"
"TELEMARK HEARTBREAKERS","185"
"TENENBAUMS COMMAND","185"
"TYCOON GATHERING","185"
"UNBREAKABLE KARATE","185"
"WATERSHIP FRONTIER","185"
"WIFE TURN","185"
"BENEATH RUSH","98"
"BILL OTHERS","98"
"BLINDNESS GUN","98"
"BOONDOCK BALLROOM","98"
"BUNCH MINDS","98"
"CARIBBEAN LIBERTY","98"
"CONVERSATION DOWNHILL","98"
"CROW GREASE","98"
"DARN FORRESTER","98"
"EXTRAORDINARY CONQUERER","98"
"MUPPET MILE","98"
"ODDS BOOGIE","98"
"PLUTO OLEANDER","98"
"PURPLE MOVIE","98"
"RAGE GAMES","98"
"REDS POCUS","98"
"REQUIEM TYCOON","98"
"ROAD ROXANNE","98"
"ROCKETEER MOTHER","98"
"SATURN NAME","98"
"SHAKESPEARE SADDLE","98"
"SPARTACUS CHEAPER","98"
"SPINAL ROCKY","98"
"TROJAN TOMORROW","98"
"WALLS ARTIST","98"
"WONDERLAND CHRISTMAS","98"
"WORLD LEATHERNECKS","98"
"BILKO ANONYMOUS","39"
"BINGO TALENTED","39"
"COMANCHEROS ENEMY","39"
"DAISY MENAGERIE","39"
"DESERT POSEIDON","39"
"EVERYONE CRAFT","39"
"EXORCIST STING","39"
"FLAMINGOS CONNECTICUT","39"
"HIGH ENCINO","39"
"HOLY TADPOLE","39"
"HOOSIERS BIRDCAGE","39"
"INCH JET","39"
"JASON TRAP","39"
"MARRIED GO","39"
"MOD SECRETARY","39"
"MOSQUITO ARMAGEDDON","39"
"MUMMY CREATURES","39"
"OUTLAW HANKY","39"
"PITY BOUND","39"
"POLLOCK DELIVERANCE","39"
"PRIDE ALAMO","39"
"PRIX UNDEFEATED","39"
"PUNK DIVORCE","39"
"ROBBERY BRIGHT","39"
"SEA VIRGIN","39"
"SNATCHERS MONTEZUMA","39"
"SPIRITED CASUALTIES","39"
"UNBREAKABLE KARATE","39"
"AMELIE HELLFIGHTERS","159"
"BLOOD ARGONAUTS","159"
"CAT CONEHEADS","159"
"CRANES RESERVOIR","159"
"DANCING FEVER","159"
"DARES PLUTO","159"
"DESIRE ALIEN","159"
"DOZEN LION","159"
"FUGITIVE MAGUIRE","159"
"FULL FLATLINERS","159"
"FURY MURDER","159"
"GODFATHER DIARY","159"
"HOBBIT ALIEN","159"
"MAGNOLIA FORRESTER","159"
"MASK PEACH","159"
"MOTIONS DETAILS","159"
"PET HAUNTING","159"
"PINOCCHIO SIMON","159"
"SHANGHAI TYCOON","159"
"SHOCK CABIN","159"
"SINNERS ATLANTIS","159"
"SKY MIRACLE","159"
"SOMETHING DUCK","159"
"TARZAN VIDEOTAPE","159"
"TRANSLATION SUMMER","159"
"WISDOM WORKER","159"
"ALONE TRIP","167"
"ANGELS LIFE","167"
"BEDAZZLED MARRIED","167"
"BILL OTHERS","167"
"BUNCH MINDS","167"
"CARIBBEAN LIBERTY","167"
"CROOKED FROGMEN","167"
"EXPECATIONS NATURAL","167"
"FISH OPUS","167"
"FROGMEN BREAKING","167"
"FROST HEAD","167"
"KICK SAVANNAH","167"
"MALKOVICH PET","167"
"NOON PAPI","167"
"NORTHWEST POLISH","167"
"PERFECT GROOVE","167"
"POTLUCK MIXED","167"
"REAR TRADING","167"
"ROAD ROXANNE","167"
"SIDE ARK","167"
"SINNERS ATLANTIS","167"
"SKY MIRACLE","167"
"STREETCAR INTENTIONS","167"
"SUNDANCE INVASION","167"
"TENENBAUMS COMMAND","167"
"UNFAITHFUL KILL","167"
"CANYON STOCK","11"
"DANCES NONE","11"
"ENCINO ELF","11"
"ENDING CROWDS","11"
"GANDHI KWAI","11"
"GODFATHER DIARY","11"
"HANDICAP BOONDOCK","11"
"HONEY TIES","11"
"HORN WORKING","11"
"IMAGE PRINCESS","11"
"JERSEY SASSY","11"
"LOSER HUSTLER","11"
"MEET CHOCOLATE","11"
"MOD SECRETARY","11"
"MOONWALKER FOOL","11"
"OLEANDER CLUE","11"
"RACER EGG","11"
"STORY SIDE","11"
"STRANGERS GRAFFITI","11"
"THIN SAGEBRUSH","11"
"TOOTSIE PILOT","11"
"UPTOWN YOUNG","11"
"VELVET TERMINATOR","11"
"WEST LION","11"
"WORKER TARZAN","11"
"ACADEMY DINOSAUR","40"
"ALAMO VIDEOTAPE","40"
"ARABIA DOGMA","40"
"BUNCH MINDS","40"
"CATCH AMISTAD","40"
"CLYDE THEORY","40"
"CONNECTICUT TRAMP","40"
"DESIRE ALIEN","40"
"DISCIPLE MOTHER","40"
"FLYING HOOK","40"
"GRAFFITI LOVE","40"
"HAMLET WISDOM","40"
"HANGING DEEP","40"
"INSTINCT AIRPORT","40"
"INTOLERABLE INTENTIONS","40"
"KARATE MOON","40"
"LIES TREATMENT","40"
"REIGN GENTLEMEN","40"
"ROCK INSTINCT","40"
"ROOTS REMEMBER","40"
"ROXANNE REBEL","40"
"RUSHMORE MERMAID","40"
"SIMON NORTH","40"
"SPY MILE","40"
"SUPERFLY TRIP","40"
"SUSPECTS QUILLS","40"
"THIEF PELICAN","40"
"VAMPIRE WHALE","40"
"VELVET TERMINATOR","40"
"AFRICAN EGG","181"
"ARMY FLINTSTONES","181"
"BIRCH ANTITRUST","181"
"BLACKOUT PRIVATE","181"
"BLUES INSTINCT","181"
"CIRCUS YOUTH","181"
"CROWDS TELEMARK","181"
"DISCIPLE MOTHER","181"
"ENOUGH RAGING","181"
"FAMILY SWEET","181"
"FICTION CHRISTMAS","181"
"GRINCH MASSAGE","181"
"GUN BONNIE","181"
"HARRY IDAHO","181"
"HEARTBREAKERS BRIGHT","181"
"HOLES BRANNIGAN","181"
"HOUSE DYNAMITE","181"
"INCH JET","181"
"LADYBUGS ARMAGEDDON","181"
"LIFE TWISTED","181"
"LUCK OPUS","181"
"LUST LOCK","181"
"MADRE GABLES","181"
"MINDS TRUMAN","181"
"MOONSHINE CABIN","181"
"MULAN MOON","181"
"MUSCLE BRIGHT","181"
"NONE SPIKING","181"
"ROOTS REMEMBER","181"
"SNOWMAN ROLLERCOASTER","181"
"SQUAD FISH","181"
"SUPERFLY TRIP","181"
"SWARM GOLD","181"
"TADPOLE PARK","181"
"TITANIC BOONDOCK","181"
"TRANSLATION SUMMER","181"
"TRIP NEWTON","181"
"UNCUT SUICIDES","181"
